district,nitrogen,phosphorus,potassium,temperature,ph,rainfall,label,yield,area,season,humidity,irrigation_type,soil_type,year_actual
11,112.78,68.86,84.67,16.25,6.45,969.32,POTATO,0.04909,47484.56,1,53.11,1,0,2012
29,100.01,50.97,56.36,23.55,6.09,966.62,RICE,0.01,21459.84,1,86.46,1,0,2021
17,24.16,55.32,35.72,24.56,6.04,773.6,LENTIL,0.029242,48558.77,3,56.64,0,4,2011
2,105.42,60.12,82.81,25.51,6.47,709.28,GRAPES,0.029354,34921.25,4,58.45,4,4,2012
1,130.89,78.16,71.89,25.16,5.9,1327.29,TURMERIC,0.170166,25782.38,4,70.31,2,0,2013
21,87.97,52.54,53.56,27.45,6.24,653.52,JOWAR,0.050174,33343.25,2,53.42,2,1,2012
12,21.61,68.15,64.11,31.79,6.09,1053.55,GROUNDNUT,0.014596,22847.9,4,74.24,1,4,2016
14,36.82,41.02,30.46,19.38,6.46,814.65,LENTIL,0.030916,3639.27,4,46.61,0,3,2015
29,106.35,54.33,40.02,26.65,6.27,597.13,JOWAR,0.021291,25354.65,1,56.69,0,0,2020
4,83.86,44.01,50.21,23.39,7.67,748.9,JOWAR,0.01,39877.23,1,42.51,0,1,2011
19,88.01,63.58,71.96,28.43,6.91,554.01,GRAPES,0.022194,21651.88,3,49.15,4,4,2011
21,98.56,41.03,45.71,23.21,6.55,734.64,JOWAR,0.039653,30031.35,3,61.81,0,0,2022
16,147.75,81.57,60.79,28.63,6.7,1599.88,BANANA,1.023267,11710.85,1,89.14,4,1,2022
17,85.2,43.82,54.97,26.62,7.03,333.18,BAJRA,0.024886,5024.39,1,33.2,1,1,2012
27,100.81,78.79,94.65,22.85,6.06,876.88,POTATO,0.115802,4252.35,3,69.74,1,1,2011
12,146.14,65.01,74.61,27.36,6.76,1952.15,SUGARCANE,1.732458,43133.25,1,71.58,2,2,2010
1,88.3,51.48,60.91,29.56,7.21,570.33,ONION,0.128639,41425.62,1,66.14,3,0,2022
18,141.67,79.62,87.34,24.41,7.05,1939.76,SUGARCANE,0.62287,11185.58,3,80.36,3,1,2019
9,32.98,58.01,48.21,25.51,6.21,1186.34,GROUNDNUT,0.029883,7077.51,1,49.9,0,4,2019
35,134.63,60.91,76.32,26.97,6.53,1103.96,TURMERIC,0.200574,4838.67,2,69.26,4,3,2012
8,96.84,41.89,54.25,24.29,6.47,512.55,JOWAR,0.044549,7852.98,2,46.52,1,0,2015
1,80.88,42.78,48.12,37.48,6.15,423.15,BAJRA,0.012616,47303.95,2,31.46,0,0,2018
13,21.3,48.36,39.87,20.06,7.27,412.22,LENTIL,0.015851,20390.62,1,50.27,0,4,2015
17,146.19,78.86,63.52,28.65,6.77,1003.49,TURMERIC,0.181442,13096.18,2,75.86,3,1,2021
13,134.44,64.6,85.55,31.8,6.05,1133.25,SUGARCANE,0.554491,41976.05,1,75.43,4,1,2012
18,137.17,80.54,65.31,31.0,6.89,1650.87,BANANA,0.445907,48794.8,2,63.57,2,0,2015
19,124.28,61.28,44.14,29.96,5.57,1193.74,RICE,0.045442,38389.27,1,89.41,2,1,2013
30,132.54,65.19,56.48,21.29,7.3,446.71,MAIZE,0.073313,10759.03,4,64.84,2,0,2018
24,109.92,56.63,65.25,27.29,6.69,339.78,ONION,0.144785,6794.4,2,54.98,2,0,2011
10,97.78,55.14,79.18,16.75,7.07,586.82,GRAPES,0.017845,46718.56,1,50.5,4,4,2015
31,30.38,73.84,57.54,26.7,6.24,988.54,SOYABEAN,0.052095,20823.13,2,55.27,0,4,2023
32,108.07,67.88,52.42,24.46,6.76,909.57,COTTON,0.100286,8572.88,4,40.43,1,0,2019
2,121.59,79.55,67.55,22.22,6.4,1416.1,TURMERIC,0.068251,28538.55,2,66.64,2,2,2021
19,89.99,63.06,76.03,20.42,6.68,697.12,GRAPES,0.01861,49274.78,3,69.89,1,4,2011
26,84.24,58.18,66.19,19.57,7.45,475.93,ONION,0.093056,9438.62,2,46.64,2,0,2011
14,23.28,45.38,46.54,23.44,6.71,897.19,LENTIL,0.091909,16111.09,1,57.45,0,4,2013
29,109.4,68.21,72.45,23.67,6.57,758.26,GRAPES,0.037644,38318.78,4,67.14,3,4,2014
6,24.16,30.54,27.66,37.73,7.03,612.91,MOTHBEANS,0.01,37401.57,4,52.63,0,0,2016
33,103.43,53.91,54.85,30.6,7.57,601.02,JOWAR,0.036073,5533.19,1,61.46,1,0,2023
16,155.81,69.57,79.14,26.15,6.9,1711.11,BANANA,0.9977,6835.66,2,71.63,3,2,2020
34,152.63,71.92,73.93,26.53,7.46,1960.44,SUGARCANE,0.924642,39702.58,4,66.35,2,1,2015
20,117.38,59.91,44.83,21.78,7.46,347.27,WHEAT,0.010846,21615.12,3,61.87,1,0,2021
16,86.73,47.65,47.81,33.53,7.12,376.34,JOWAR,0.026136,3098.25,3,55.62,0,0,2017
12,128.7,67.37,69.93,24.96,6.77,1271.19,TURMERIC,0.112568,35813.12,4,61.78,2,2,2018
31,136.76,70.59,80.87,22.94,6.6,1266.07,SUGARCANE,0.293408,43852.01,4,76.54,3,2,2017
28,116.56,65.99,55.7,31.72,6.01,1146.79,COTTON,0.052282,32193.84,4,58.63,4,0,2011
26,120.32,63.38,50.71,21.64,7.5,1095.61,MAIZE,0.020763,25127.43,2,57.81,1,0,2011
26,98.94,53.27,51.09,33.82,7.27,444.59,BAJRA,0.038803,14152.64,1,39.53,0,1,2016
15,149.96,63.08,70.67,34.94,6.84,1328.33,SUGARCANE,0.14405,32890.51,4,61.16,1,0,2013
10,125.79,69.43,60.0,24.59,7.01,683.39,MAIZE,0.08066,41008.3,4,67.27,3,0,2016
28,20.65,58.59,45.0,29.41,6.92,465.85,BLACKGRAM,0.047841,33758.47,2,53.63,0,3,2014
20,133.04,65.13,75.27,34.58,7.24,1950.74,SUGARCANE,0.495893,48590.44,3,63.86,4,3,2019
28,27.77,43.03,36.21,20.77,6.07,775.08,LENTIL,0.011491,7264.91,4,53.94,1,2,2022
34,28.45,42.56,50.06,29.61,6.22,735.94,BLACKGRAM,0.131186,6002.96,2,67.2,0,3,2016
13,110.62,66.62,47.65,24.99,6.62,840.37,WHEAT,0.025587,14051.02,4,59.5,2,0,2020
6,25.54,54.25,62.73,30.53,6.6,954.05,GROUNDNUT,0.014172,6123.17,3,60.36,0,3,2012
21,110.4,64.36,57.03,27.89,6.65,506.1,COTTON,0.09615,28189.13,4,63.77,3,0,2012
16,80.29,45.36,42.29,31.96,6.06,665.16,JOWAR,0.01,26688.91,4,58.54,0,0,2013
34,147.74,61.81,60.89,20.81,5.95,1080.24,TURMERIC,0.112197,39745.17,1,65.64,0,3,2020
1,33.18,59.73,60.56,31.67,6.19,1081.76,GROUNDNUT,0.022047,9842.57,1,65.43,0,4,2010
32,24.48,62.06,41.04,31.84,6.39,1099.63,SOYABEAN,0.025913,11705.38,3,68.98,0,2,2021
11,153.06,63.73,78.14,31.58,6.44,1465.3,SUGARCANE,0.785371,18550.66,3,65.38,4,2,2012
26,125.09,65.85,47.77,12.21,7.45,691.52,WHEAT,0.01,31161.26,4,49.65,1,3,2020
3,131.19,60.28,52.34,33.87,6.34,804.78,COTTON,0.028866,14862.31,1,56.75,1,0,2023
19,21.6,58.83,42.62,19.81,6.65,591.86,GRAM,0.035204,10301.64,2,56.45,0,4,2019
29,80.66,45.4,53.34,28.18,6.69,462.82,JOWAR,0.040358,37378.0,1,43.6,0,0,2015
32,120.3,55.08,57.23,22.69,6.1,987.47,COTTON,0.01,34200.84,1,69.58,1,0,2016
33,129.77,64.7,47.93,22.22,7.24,556.58,WHEAT,0.028174,9815.35,2,50.52,1,0,2015
29,100.32,69.94,41.33,30.01,6.79,1114.69,RICE,0.026415,34900.26,1,75.26,1,2,2014
10,152.86,68.52,79.62,27.34,6.08,1607.08,BANANA,0.895491,43674.34,4,69.23,4,1,2011
21,106.91,62.9,45.35,29.93,6.18,1349.43,RICE,0.085026,3285.99,2,60.16,2,3,2014
12,35.36,53.68,54.53,32.04,7.25,509.97,BLACKGRAM,0.010735,41555.6,3,60.87,1,3,2020
8,113.38,69.03,49.89,18.52,6.55,829.2,WHEAT,0.110628,15562.06,2,38.8,0,1,2012
27,28.31,51.16,47.95,25.09,6.63,764.64,BLACKGRAM,0.01,15695.61,4,50.17,0,2,2011
6,134.65,75.7,65.82,26.73,6.65,1400.93,TURMERIC,0.258419,32357.61,3,82.01,3,2,2014
7,38.11,66.05,45.66,26.98,6.37,976.34,SOYABEAN,0.043523,43215.35,3,68.45,0,2,2011
29,28.23,58.94,44.33,28.08,6.11,790.07,BLACKGRAM,0.050825,12235.54,2,75.79,0,2,2010
29,131.03,73.09,79.82,20.98,6.16,1362.13,TURMERIC,0.129619,42214.02,1,73.04,1,3,2015
1,145.51,65.74,77.02,34.7,6.92,1101.93,SUGARCANE,0.150577,28988.1,2,85.71,3,0,2020
18,25.75,55.62,37.71,27.5,7.63,660.97,LENTIL,0.013634,40183.98,2,66.6,3,3,2015
23,81.69,54.16,47.76,37.17,6.5,433.24,BAJRA,0.01,40847.12,2,56.03,0,0,2018
32,112.09,57.04,52.2,27.21,7.2,453.56,MAIZE,0.069796,912.34,4,65.04,2,0,2020
20,139.1,71.97,84.75,24.51,6.24,1910.1,SUGARCANE,0.639842,45957.27,4,59.48,2,0,2020
24,31.48,62.5,49.52,32.3,6.0,1074.01,GROUNDNUT,0.021242,21179.76,4,50.61,0,2,2010
17,115.37,69.24,52.16,23.82,6.51,582.61,MAIZE,0.047854,18304.44,3,45.86,2,0,2018
21,145.07,68.39,75.38,30.95,6.4,1412.29,BANANA,0.653665,32780.1,4,74.29,4,2,2021
7,98.31,51.35,59.56,21.53,6.47,519.32,ONION,0.047608,21972.54,1,56.29,2,0,2022
25,154.6,74.43,61.94,27.18,6.82,1412.87,BANANA,1.07351,44720.69,2,68.65,4,1,2021
24,114.74,61.21,94.43,21.0,5.7,468.23,POTATO,0.065206,18572.67,1,53.65,1,0,2014
21,30.45,43.92,56.33,32.73,7.43,762.44,BLACKGRAM,0.022383,36913.44,1,73.86,0,3,2015
14,21.68,46.23,49.56,20.61,7.11,642.62,GRAM,0.047923,31438.36,4,54.35,0,1,2010
2,159.79,76.1,78.47,29.37,6.65,1294.9,SUGARCANE,1.422348,2265.73,1,82.88,3,0,2023
8,87.82,62.53,59.68,23.36,7.26,700.84,ONION,0.192466,23336.13,1,74.12,0,0,2017
30,27.17,51.5,49.65,16.2,6.63,636.93,LENTIL,0.01,35747.68,4,64.55,2,3,2010
23,123.64,69.28,45.34,10.39,6.9,861.91,WHEAT,0.023432,33597.79,1,52.41,1,1,2011
18,29.6,59.33,48.98,16.05,7.04,710.41,LENTIL,0.01,41568.85,1,44.34,2,3,2017
15,125.84,65.08,58.9,33.97,7.16,704.87,COTTON,0.06564,23629.88,4,61.2,1,1,2018
3,134.08,72.05,71.89,31.77,7.1,1720.43,BANANA,0.139307,32731.84,1,87.25,4,0,2015
7,39.25,63.12,55.72,28.67,6.86,626.08,SOYABEAN,0.020563,22658.37,1,46.91,0,4,2014
11,27.91,50.43,44.02,30.7,6.81,888.25,BLACKGRAM,0.164021,27469.34,2,77.07,0,2,2015
32,153.81,83.37,64.68,24.12,6.14,1728.19,BANANA,0.310478,40422.07,2,86.44,4,1,2016
6,92.63,66.87,71.94,25.2,6.17,965.65,ONION,0.321488,31290.43,3,62.28,3,0,2016
13,110.53,69.96,50.23,26.51,6.12,1054.6,MAIZE,0.045999,44003.13,2,66.48,2,1,2017
9,102.47,67.78,76.68,24.11,7.17,757.51,GRAPES,0.057606,15354.83,3,68.66,3,3,2010
20,90.67,42.12,40.38,26.35,7.22,442.61,BAJRA,0.01,6972.64,4,55.08,0,0,2011
29,20.39,30.9,24.1,28.55,7.59,693.47,MOTHBEANS,0.032489,40964.75,2,64.51,0,0,2022
34,125.89,62.75,54.52,24.04,6.7,1081.06,MAIZE,0.144414,4727.88,3,70.88,1,1,2022
30,137.38,57.29,60.17,31.04,6.0,837.4,MAIZE,0.016619,24846.87,2,69.35,2,0,2016
9,120.83,57.63,58.84,20.89,6.78,567.68,MAIZE,0.032285,10021.56,3,54.12,2,2,2012
7,38.83,56.73,48.87,31.44,6.26,445.23,BLACKGRAM,0.054523,32989.2,2,54.96,0,3,2018
7,17.46,31.65,29.78,28.66,7.76,355.1,MOTHBEANS,0.01,6842.39,2,36.34,0,0,2023
12,103.99,64.91,41.27,30.65,6.4,1572.56,RICE,0.055366,9165.04,1,64.2,3,2,2016
28,101.04,58.27,43.11,22.38,6.58,1461.07,RICE,0.0393,47871.56,2,77.21,2,3,2014
23,113.45,63.22,84.8,16.9,5.62,707.84,POTATO,0.23159,33458.67,2,68.66,1,1,2015
34,106.65,47.72,51.09,25.16,7.07,476.31,JOWAR,0.026011,22461.73,3,32.98,1,0,2021
9,158.35,67.03,88.86,22.85,6.6,1198.56,SUGARCANE,0.427975,47171.01,4,87.3,4,2,2019
15,114.31,64.67,56.94,22.85,6.93,650.66,COTTON,0.059826,33816.33,2,72.42,2,0,2014
2,156.33,77.86,78.1,30.53,6.87,1650.58,SUGARCANE,1.429959,3841.24,4,66.4,2,2,2010
32,13.07,33.41,35.26,28.78,7.88,540.51,MOTHBEANS,0.04611,40557.49,3,37.96,0,0,2019
25,97.58,50.23,48.12,30.87,7.24,420.6,BAJRA,0.041102,43576.52,2,30.47,0,0,2017
13,89.49,69.46,80.14,32.7,7.21,360.16,GRAPES,0.01,35390.64,1,52.61,3,3,2021
8,112.53,64.5,84.4,23.83,5.82,628.29,POTATO,0.011947,6168.19,2,50.52,2,0,2021
23,24.55,62.42,46.18,26.25,6.87,500.92,GROUNDNUT,0.011166,17438.03,2,67.62,0,4,2013
14,94.14,42.44,43.03,30.37,7.96,341.58,JOWAR,0.018979,45592.98,3,64.03,0,1,2016
1,124.85,66.38,46.89,26.88,6.26,1184.25,MAIZE,0.082438,44373.43,2,78.8,1,0,2019
14,128.72,55.71,46.02,12.14,6.15,408.51,WHEAT,0.01701,29853.73,1,46.79,2,1,2016
11,102.5,54.2,45.67,32.73,6.72,696.65,JOWAR,0.01336,19746.65,2,31.17,0,0,2010
13,31.61,66.39,49.27,23.26,6.46,954.16,GROUNDNUT,0.025279,42983.54,4,73.21,0,4,2012
24,31.23,68.3,49.31,27.73,6.32,1022.38,SOYABEAN,0.039601,47628.32,4,60.14,0,4,2019
10,23.56,50.82,34.92,18.61,6.45,388.7,GRAM,0.01,11956.43,3,35.16,0,3,2014
2,146.85,71.69,77.75,20.22,6.6,1413.82,TURMERIC,0.01,40938.6,3,75.28,0,2,2023
35,120.65,68.71,50.71,24.04,7.23,833.1,WHEAT,0.018766,46089.94,1,62.65,0,0,2019
34,115.67,60.04,82.17,18.24,6.16,848.1,POTATO,0.167228,19345.53,3,66.77,0,0,2019
34,109.05,75.88,99.98,19.64,6.13,714.37,POTATO,0.209977,9712.38,4,51.95,1,1,2016
16,132.58,73.14,81.51,34.65,7.26,1630.56,SUGARCANE,0.286462,35282.7,1,66.41,4,2,2014
26,20.86,66.83,55.71,28.33,6.43,1094.86,SOYABEAN,0.045067,23001.16,1,48.73,0,3,2022
28,114.79,65.9,76.93,22.62,6.58,622.93,GRAPES,0.035284,11775.06,4,45.41,4,2,2012
3,95.23,56.92,80.96,20.33,6.56,831.65,GRAPES,0.056539,45330.59,3,65.13,3,1,2011
7,103.9,56.14,49.07,22.03,6.6,633.0,WHEAT,0.031093,3083.99,2,41.33,1,1,2013
35,129.24,61.29,63.25,32.13,7.3,574.83,COTTON,0.068479,2735.76,1,49.44,3,0,2018
6,117.24,63.51,84.18,21.53,7.13,405.4,GRAPES,0.028628,47987.69,3,71.14,4,2,2014
2,83.67,45.68,53.42,33.49,6.43,379.7,BAJRA,0.023879,33925.64,1,55.68,0,0,2014
22,28.15,48.07,53.12,33.67,6.08,592.25,BLACKGRAM,0.01,18226.41,3,72.6,0,2,2017
21,21.36,45.34,39.79,35.2,7.25,411.72,MOTHBEANS,0.01,23669.47,3,34.67,0,0,2018
11,105.29,56.32,70.35,28.69,7.4,790.81,GRAPES,0.030547,22027.57,4,41.69,3,3,2017
34,141.44,64.72,62.41,27.07,5.81,1570.83,TURMERIC,0.082034,23459.7,1,74.14,2,2,2014
2,140.56,73.84,76.44,25.75,6.83,1869.25,SUGARCANE,1.261675,14211.8,1,63.08,1,0,2014
30,28.09,42.3,31.91,27.46,6.4,379.77,GRAM,0.01,44977.96,1,50.2,0,3,2011
3,32.7,46.77,41.01,21.24,7.09,515.76,GRAM,0.035398,25680.87,3,64.18,0,3,2016
20,85.01,51.47,58.07,22.1,6.91,314.7,ONION,0.129096,42375.97,2,42.89,1,1,2020
27,25.8,44.27,34.54,19.35,7.95,426.34,GRAM,0.025202,33835.48,4,59.83,0,3,2021
20,12.7,31.6,38.59,25.77,7.19,749.24,MOTHBEANS,0.013597,41111.81,4,60.7,0,0,2015
18,147.75,75.16,86.41,31.7,6.38,1620.96,SUGARCANE,0.764311,41582.16,2,59.87,1,3,2022
23,13.72,40.4,32.42,27.15,7.92,459.07,MOTHBEANS,0.024422,29786.48,4,49.38,0,0,2021
8,99.58,44.06,50.39,37.28,6.41,553.05,BAJRA,0.01,17882.64,4,33.02,0,0,2023
25,107.82,43.01,43.96,32.63,7.86,604.44,JOWAR,0.01,47591.48,4,38.74,0,1,2022
10,159.31,80.17,62.97,30.22,7.16,1901.97,BANANA,0.765713,28270.07,1,92.59,3,0,2015
1,132.56,69.73,72.68,29.04,6.57,1153.77,TURMERIC,0.01,36522.58,1,73.45,2,3,2014
15,114.24,71.0,97.86,22.06,6.19,443.03,POTATO,0.087387,40971.68,1,50.25,2,0,2019
4,30.12,49.56,45.63,22.91,6.01,553.3,GRAM,0.01,17416.42,1,64.91,0,3,2021
23,129.82,67.3,64.12,29.75,7.1,927.28,MAIZE,0.021184,21508.12,2,48.65,3,0,2022
4,34.33,61.21,49.79,24.45,6.87,594.6,GROUNDNUT,0.01,42898.08,4,63.92,0,4,2022
2,20.27,56.97,32.75,26.51,7.16,542.95,LENTIL,0.039888,27859.62,2,53.87,1,2,2013
34,108.41,57.99,79.05,20.85,6.16,774.77,GRAPES,0.019776,48737.92,2,55.44,3,4,2015
24,94.32,50.97,73.1,21.03,7.28,932.47,ONION,0.22238,12670.48,1,42.92,0,0,2019
15,110.54,67.79,48.61,28.72,5.93,1022.84,MAIZE,0.043062,26834.15,1,58.43,1,2,2010
13,21.37,49.24,31.01,27.91,6.13,378.18,GRAM,0.01,37841.96,4,51.86,0,4,2012
34,100.09,63.2,62.11,25.99,6.61,772.54,COTTON,0.10281,48358.65,1,46.8,0,0,2015
10,93.9,65.25,55.33,20.71,7.27,430.52,ONION,0.063441,23243.77,4,70.44,3,1,2019
13,30.4,40.43,48.12,25.22,7.42,393.74,GRAM,0.019111,18362.45,1,37.26,0,1,2013
28,159.97,76.03,78.45,30.66,6.97,1650.8,SUGARCANE,1.341511,23532.21,1,74.72,3,1,2010
13,116.68,57.6,52.86,11.54,6.11,647.61,WHEAT,0.01538,3062.84,3,44.33,1,0,2013
13,123.33,61.44,64.57,26.47,6.15,1885.73,TURMERIC,0.257433,9294.48,3,72.88,2,1,2017
24,152.42,77.26,71.65,30.53,6.65,1360.89,SUGARCANE,0.985774,35659.46,4,75.68,2,1,2016
17,11.76,47.53,35.1,30.84,7.67,678.33,MOTHBEANS,0.036148,36538.56,2,32.93,3,0,2020
9,102.24,56.26,64.06,31.39,7.89,741.35,COTTON,0.023458,30673.84,3,44.27,1,0,2023
18,28.72,44.65,33.67,22.2,7.58,606.92,GRAM,0.035511,14396.97,4,48.7,1,2,2021
4,29.24,43.57,30.82,27.14,6.61,450.54,GRAM,0.01362,18913.87,1,58.97,0,4,2011
32,111.08,69.3,64.18,28.13,6.81,518.6,COTTON,0.094159,13201.82,3,73.66,3,0,2017
31,116.65,66.23,83.73,23.3,6.13,747.2,GRAPES,0.033435,23406.53,4,69.51,4,3,2016
10,112.64,69.97,44.52,23.62,5.98,1868.93,RICE,0.024345,29507.8,4,82.77,3,3,2023
25,103.74,66.47,43.87,16.44,6.85,596.97,WHEAT,0.071739,32346.55,3,35.35,0,0,2012
27,103.36,54.35,44.0,28.57,7.5,683.8,JOWAR,0.043473,44458.72,4,59.91,0,0,2012
21,127.41,63.2,62.09,29.8,5.99,1725.63,TURMERIC,0.095257,36430.14,1,79.71,2,2,2013
3,20.64,67.52,59.06,21.54,6.11,950.39,SOYABEAN,0.02002,16662.17,3,47.57,0,3,2015
3,109.81,73.67,85.86,15.37,5.81,617.8,POTATO,0.076689,15298.77,1,51.94,1,0,2011
23,95.95,42.16,52.38,26.77,6.62,744.08,JOWAR,0.059091,30446.33,3,60.07,0,1,2017
3,156.52,76.77,86.39,33.16,7.05,1007.47,SUGARCANE,0.678856,3283.12,4,86.95,4,1,2010
23,24.5,76.11,59.0,23.18,6.17,512.1,SOYABEAN,0.01,3705.55,3,50.39,1,3,2010
26,139.23,66.93,44.34,32.68,6.96,1289.64,RICE,0.053234,20766.32,1,94.09,3,1,2020
11,138.17,68.73,55.92,21.9,6.2,502.12,MAIZE,0.044668,45565.8,1,55.34,4,0,2022
27,25.52,69.17,40.44,21.75,6.19,944.19,SOYABEAN,0.025433,15831.97,1,46.57,0,2,2019
10,103.86,66.65,95.28,19.58,6.49,453.32,POTATO,0.075244,43040.87,3,64.46,0,0,2021
20,117.58,55.18,60.49,32.29,6.82,1125.88,COTTON,0.115317,7117.8,4,73.25,1,0,2014
23,130.58,63.2,62.87,25.43,7.24,846.51,MAIZE,0.111367,24678.29,4,66.69,2,0,2022
22,144.6,72.78,72.35,22.72,6.06,1139.82,SUGARCANE,0.138384,28332.17,1,67.29,2,4,2021
1,152.68,83.44,77.43,31.78,6.77,1944.82,BANANA,0.354697,7530.35,3,91.84,3,0,2017
22,25.24,39.38,27.87,36.63,7.51,477.55,MOTHBEANS,0.01,43878.95,4,40.53,0,0,2017
26,12.43,31.49,39.6,39.93,6.65,659.66,MOTHBEANS,0.013343,27654.77,2,60.57,0,1,2015
18,121.42,69.77,54.94,27.13,6.99,1597.39,RICE,0.083967,8148.15,2,80.0,4,4,2013
5,86.8,47.43,49.23,28.19,6.67,756.68,JOWAR,0.05374,17366.92,3,62.22,0,0,2023
32,104.77,42.66,40.83,32.18,6.05,788.73,JOWAR,0.01,28355.92,4,50.32,0,0,2022
10,151.47,71.89,68.19,31.95,6.84,1944.13,BANANA,0.167058,29222.89,1,67.0,4,0,2020
11,127.92,52.26,56.92,33.78,6.55,962.51,COTTON,0.026803,27294.14,1,59.78,1,0,2012
34,145.8,62.02,77.0,27.54,7.38,1750.27,SUGARCANE,0.942493,26651.6,1,86.82,2,1,2021
27,27.27,49.82,38.13,21.58,7.34,554.64,GRAM,0.026013,18448.73,3,36.6,0,4,2012
21,95.01,69.86,72.06,20.63,6.99,363.85,GRAPES,0.01,37020.57,2,69.67,2,3,2014
29,25.23,33.58,36.15,30.11,6.53,444.44,MOTHBEANS,0.011819,42133.23,1,51.55,0,0,2020
21,26.36,55.8,47.76,23.45,7.27,613.25,GRAM,0.036612,45015.14,3,56.64,1,4,2016
5,36.72,51.69,57.63,29.48,6.49,531.45,BLACKGRAM,0.095614,3979.28,2,61.48,0,4,2012
13,22.89,49.6,41.42,29.63,6.49,493.32,BLACKGRAM,0.091233,45499.99,2,75.0,0,2,2012
13,137.94,72.69,78.98,28.14,7.32,1242.37,BANANA,0.794614,9790.79,3,77.48,2,0,2010
30,28.69,65.57,48.19,20.93,6.59,1020.97,SOYABEAN,0.027871,4941.82,1,52.83,0,3,2020
24,100.4,69.18,66.66,31.82,6.95,568.45,COTTON,0.044527,9460.77,1,48.94,0,0,2020
32,27.11,51.01,43.06,34.43,7.35,741.01,BLACKGRAM,0.01,12489.01,1,52.05,0,3,2019
3,28.71,47.6,34.06,26.31,6.96,474.66,GRAM,0.014764,1011.84,4,56.41,2,3,2015
5,35.64,42.45,52.02,34.92,6.5,710.67,BLACKGRAM,0.077851,15013.6,3,54.52,0,3,2015
30,31.34,58.41,55.09,33.43,6.8,679.65,BLACKGRAM,0.059871,2866.71,4,52.09,0,3,2018
21,30.57,52.99,44.51,16.12,7.33,561.85,LENTIL,0.02063,46301.3,2,65.86,3,4,2011
7,28.75,63.88,49.7,22.51,6.57,635.41,GROUNDNUT,0.01,8529.77,3,57.26,0,3,2022
32,135.12,51.19,47.25,24.04,6.49,1567.42,RICE,0.01,2312.19,1,76.54,2,3,2022
30,153.15,65.42,76.92,26.86,7.37,1488.71,BANANA,0.71808,26253.26,3,92.2,4,0,2023
4,104.13,60.79,62.74,24.65,5.85,1172.09,MAIZE,0.096224,41224.61,1,77.47,1,0,2015
25,127.5,61.91,95.68,24.21,6.2,807.37,POTATO,0.01,11371.25,1,75.53,1,2,2015
27,30.52,49.46,47.33,23.6,7.41,523.83,GRAM,0.023322,28962.55,1,36.52,1,3,2022
25,139.55,64.65,79.82,20.53,6.61,1201.03,TURMERIC,0.140706,48952.98,2,70.92,2,1,2023
15,112.25,67.85,81.07,19.33,6.11,690.67,POTATO,0.258149,5350.81,3,76.71,2,1,2015
11,139.2,59.97,52.13,27.6,6.48,1657.65,RICE,0.090865,507.74,3,67.15,3,1,2020
35,32.96,74.14,47.38,24.94,6.74,729.95,SOYABEAN,0.049171,35747.68,1,64.16,0,2,2023
31,28.63,46.19,33.18,16.56,8.0,757.4,LENTIL,0.01,29070.85,1,50.74,0,3,2014
21,31.55,50.2,55.27,24.37,6.33,737.92,GROUNDNUT,0.010093,48421.13,3,71.97,0,4,2022
28,132.42,66.44,54.6,27.1,6.16,674.77,COTTON,0.060332,44109.46,4,44.65,2,0,2018
13,20.88,52.0,52.46,34.56,6.58,537.75,BLACKGRAM,0.076787,40676.94,2,76.0,0,2,2015
23,111.89,67.36,53.5,24.6,6.69,643.59,WHEAT,0.01,18819.45,4,37.4,0,0,2022
7,22.18,46.76,25.62,30.47,7.55,349.4,MOTHBEANS,0.01,13521.02,2,33.46,0,0,2019
33,87.27,54.07,44.13,34.77,7.01,574.16,BAJRA,0.017935,35070.34,3,58.24,0,0,2015
19,101.35,69.09,44.62,22.34,6.19,485.62,WHEAT,0.03529,42470.72,4,40.48,1,0,2014
6,158.23,67.92,71.22,24.36,7.36,1853.84,SUGARCANE,0.657565,42325.74,2,60.44,2,3,2020
18,29.48,43.53,27.89,38.79,6.78,449.87,MOTHBEANS,0.01,23505.12,4,40.62,0,1,2016
29,28.46,42.87,44.16,34.66,6.16,812.58,BLACKGRAM,0.01,38572.15,1,60.15,0,2,2012
33,112.32,60.47,64.75,30.34,6.04,793.4,MAIZE,0.01,10856.25,2,46.77,3,0,2012
1,23.72,53.73,47.24,25.87,6.95,415.91,LENTIL,0.01,7078.05,3,60.37,1,4,2010
34,28.84,49.55,56.69,25.59,6.82,706.94,BLACKGRAM,0.050857,45276.61,2,78.73,0,1,2012
2,124.43,70.38,72.9,26.88,6.17,1714.58,TURMERIC,0.191336,27806.09,3,85.79,2,2,2022
11,126.32,75.37,84.0,22.68,6.06,733.24,POTATO,0.121043,6852.73,2,70.42,1,0,2013
33,30.39,53.95,32.29,24.87,7.48,504.3,GRAM,0.01,3949.46,2,62.55,0,3,2011
32,33.1,41.9,36.3,19.26,7.73,463.49,GRAM,0.014437,36849.16,4,62.93,1,3,2010
18,86.26,52.4,48.92,31.28,7.11,207.22,BAJRA,0.012118,31482.37,3,39.93,0,0,2018
7,124.26,79.49,77.13,23.21,6.52,1851.84,TURMERIC,0.247575,8881.44,3,62.35,0,2,2019
7,38.85,45.61,40.39,18.76,7.71,776.61,LENTIL,0.027676,9518.22,4,63.94,0,4,2016
