N,P,K,temperature,humidity,ph,rainfall,label,yield
41.5,70.6,38.9,17.1,35.2,6.02,73.7,chickpea,1.15
51.2,61.7,23.2,19.7,26.7,6.04,58.0,chickpea,1.22
55.3,75.5,20.1,22.7,24.7,6.72,91.6,chickpea,2.04
34.9,50.0,30.0,16.6,53.6,6.21,42.4,chickpea,1.85
43.6,61.2,37.0,15.1,50.8,6.11,43.5,chickpea,2.5
33.4,46.8,40.0,25.3,23.5,6.35,40.3,chickpea,2.13
24.4,62.3,38.2,19.1,22.5,6.92,39.9,chickpea,1.68
29.5,47.1,22.3,15.8,45.4,6.76,38.9,chickpea,1.98
21.4,61.4,25.0,22.3,37.5,6.5,94.3,chickpea,1.39
28.2,42.8,23.9,24.8,53.9,6.96,79.7,chickpea,1.6
58.3,71.7,31.1,24.9,29.0,6.85,100.0,chickpea,2.07
25.8,78.4,37.4,24.0,67.5,6.26,92.1,chickpea,1.29
40.5,53.3,28.7,24.6,22.7,6.58,36.2,chickpea,2.35
49.4,63.7,27.7,18.2,22.9,6.03,44.0,chickpea,1.1
28.5,48.9,26.8,20.6,45.7,6.5,71.2,chickpea,1.74
30.6,68.4,26.4,25.2,49.3,6.45,65.6,chickpea,2.37
37.1,75.7,32.1,20.4,33.1,5.87,86.1,chickpea,1.41
20.8,79.1,31.2,20.9,65.9,6.03,85.6,chickpea,2.05
51.0,78.6,24.0,15.2,61.1,6.11,68.1,chickpea,1.39
48.8,78.1,29.5,26.7,45.5,6.43,77.2,chickpea,1.66
28.9,54.5,34.0,15.5,55.0,5.96,49.0,chickpea,1.85
58.5,79.6,29.2,19.8,24.0,6.67,41.4,chickpea,2.21
24.9,67.3,29.3,21.5,29.0,6.59,41.7,chickpea,2.36
45.4,76.9,34.8,21.5,40.1,6.19,53.9,chickpea,2.42
36.4,71.1,27.3,25.6,32.2,5.55,74.0,chickpea,1.8
36.9,45.4,26.6,19.7,49.2,5.91,68.5,chickpea,2.42
46.1,49.2,36.0,18.2,49.0,5.95,34.7,chickpea,1.54
55.7,50.6,39.5,20.9,31.1,6.09,42.8,chickpea,2.34
54.9,41.8,26.0,16.7,54.3,6.27,95.8,chickpea,1.61
50.5,63.2,36.5,20.1,56.9,5.76,100.0,chickpea,1.3
28.5,71.3,37.2,25.5,43.8,6.14,88.4,chickpea,2.01
29.4,57.8,27.4,23.0,29.8,6.11,89.4,chickpea,1.85
29.3,57.6,30.0,19.8,54.2,5.72,66.4,chickpea,1.21
53.2,40.8,29.1,20.9,56.0,5.61,58.4,chickpea,2.19
50.0,54.6,38.4,15.9,24.6,6.29,63.0,chickpea,2.07
29.0,70.0,25.8,23.7,52.0,5.62,79.8,chickpea,2.23
20.4,61.6,38.3,22.2,34.5,5.79,77.9,chickpea,2.14
56.2,53.6,32.1,16.2,24.7,5.61,94.9,chickpea,1.39
37.3,53.0,30.8,15.0,39.0,6.22,86.2,chickpea,2.13
35.1,45.6,28.0,26.6,30.7,5.76,96.1,chickpea,2.39
50.8,57.2,29.8,21.0,68.4,5.78,84.1,chickpea,1.01
46.1,70.1,38.5,24.0,56.6,5.88,99.5,chickpea,1.73
40.1,55.8,31.9,19.2,32.0,6.89,94.9,chickpea,1.67
36.6,55.5,38.3,22.6,58.1,6.12,58.5,chickpea,1.23
29.1,59.8,22.3,22.8,39.5,6.65,67.0,chickpea,1.19
28.5,69.0,36.6,19.1,46.8,5.86,91.6,chickpea,2.45
23.6,57.5,39.8,17.8,53.5,6.91,84.1,chickpea,1.92
57.2,55.8,38.0,20.2,57.8,6.87,68.5,chickpea,1.51
52.4,64.9,25.3,25.5,66.0,6.83,72.1,chickpea,2.57
59.2,62.0,38.4,24.1,52.4,5.99,31.9,chickpea,1.32
54.5,40.1,24.2,23.1,34.2,5.71,35.7,chickpea,2.07
54.3,52.6,22.7,24.6,69.4,6.04,90.6,chickpea,2.2
37.0,44.1,22.4,24.2,63.2,6.19,34.2,chickpea,1.19
56.7,56.0,33.0,21.5,64.5,6.75,44.0,chickpea,2.17
57.2,63.6,23.5,21.7,53.3,5.91,98.1,chickpea,1.32
37.0,40.0,30.9,22.5,63.5,6.31,36.6,chickpea,2.46
25.4,76.0,22.4,16.2,70.7,6.75,70.7,kidneybeans,2.41
39.8,40.8,22.4,17.2,61.6,6.38,91.9,kidneybeans,2.11
20.1,74.6,27.9,23.8,74.5,5.86,70.9,kidneybeans,2.4
34.3,78.3,27.2,19.7,69.1,7.12,66.4,kidneybeans,1.79
39.8,75.7,32.0,26.5,73.7,7.42,49.7,kidneybeans,1.36
28.4,54.8,35.1,22.6,66.9,6.3,64.5,kidneybeans,1.08
30.8,71.3,28.4,19.6,73.0,5.81,62.8,kidneybeans,1.33
22.2,57.9,31.9,25.0,74.5,7.39,80.8,kidneybeans,1.63
21.1,51.1,22.7,19.4,74.1,6.88,59.1,kidneybeans,1.93
30.1,60.4,26.0,18.1,79.6,6.57,73.7,kidneybeans,1.07
27.1,78.6,23.5,18.6,79.8,6.46,59.1,kidneybeans,1.86
39.1,43.3,35.8,18.3,76.1,7.2,91.0,kidneybeans,2.2
22.8,42.1,26.8,20.9,66.1,6.98,83.3,kidneybeans,2.52
35.7,69.6,39.8,24.3,65.7,5.53,98.1,kidneybeans,2.01
35.9,69.4,35.0,26.2,78.3,6.26,41.9,kidneybeans,0.93
36.7,73.9,28.1,18.6,70.1,7.17,78.2,kidneybeans,1.32
31.1,61.5,36.6,26.2,62.0,5.95,63.5,kidneybeans,1.42
20.8,42.6,36.8,16.2,76.5,6.11,58.6,kidneybeans,1.14
27.1,73.4,38.4,15.7,60.6,5.82,86.0,kidneybeans,1.18
37.8,75.0,33.4,17.0,67.6,5.97,80.3,kidneybeans,2.18
38.0,58.5,35.9,15.6,67.2,5.53,83.1,kidneybeans,1.02
35.6,70.0,32.8,23.3,73.0,6.78,61.0,kidneybeans,1.11
20.9,58.8,29.3,17.1,75.7,6.91,73.6,kidneybeans,2.42
25.2,47.3,30.9,17.5,77.4,6.11,69.5,kidneybeans,1.88
34.8,67.7,35.2,22.3,69.2,6.4,83.0,kidneybeans,1.52
23.3,67.2,21.5,26.9,62.9,6.27,54.3,kidneybeans,1.41
34.4,47.1,25.3,16.2,66.6,7.38,62.8,kidneybeans,2.29
29.0,73.0,20.5,25.4,69.7,6.2,94.4,kidneybeans,1.65
38.7,50.7,26.8,24.7,63.9,6.96,47.7,kidneybeans,1.31
34.9,69.6,32.2,18.3,68.3,5.99,56.6,kidneybeans,1.62
24.2,41.7,33.8,15.3,79.4,6.2,40.4,kidneybeans,2.28
36.3,57.4,27.1,22.9,68.1,6.61,56.7,kidneybeans,1.42
35.6,54.0,39.5,18.1,69.5,6.11,81.6,kidneybeans,2.13
27.3,69.8,23.8,22.2,74.7,6.04,79.3,kidneybeans,2.14
35.5,62.7,29.0,18.8,60.1,5.54,54.4,kidneybeans,1.06
32.1,64.2,20.9,22.1,62.9,6.25,99.4,kidneybeans,1.81
27.0,66.8,24.5,26.6,68.5,5.54,72.4,kidneybeans,1.95
38.6,76.1,22.8,16.0,66.2,6.72,76.1,kidneybeans,1.35
26.1,72.2,36.6,16.2,64.7,5.93,95.2,kidneybeans,1.57
29.6,58.3,38.1,20.3,74.9,6.35,46.1,kidneybeans,1.23
34.4,54.9,29.1,16.2,72.5,7.11,77.5,kidneybeans,2.49
20.3,60.0,25.3,23.2,75.9,5.7,95.0,kidneybeans,1.0
27.7,66.7,22.0,26.2,78.7,6.54,70.6,kidneybeans,1.86
30.9,63.6,37.2,22.3,63.9,7.33,53.0,kidneybeans,1.19
24.3,44.0,31.2,24.9,61.2,6.48,44.1,kidneybeans,1.55
22.7,77.2,32.7,25.1,78.1,7.36,84.9,kidneybeans,1.42
30.4,50.9,27.7,18.6,69.3,7.06,69.1,kidneybeans,1.53
37.1,56.7,28.8,24.2,77.0,6.52,77.9,kidneybeans,1.38
31.4,68.8,22.3,22.6,67.4,6.4,80.9,kidneybeans,2.34
37.5,48.8,31.3,16.8,65.8,7.29,40.7,kidneybeans,2.39
33.9,43.7,32.8,25.9,71.1,6.22,87.6,kidneybeans,1.92
33.3,66.6,35.0,18.8,68.0,7.42,74.4,kidneybeans,1.85
24.6,55.9,35.2,23.6,79.3,6.81,58.8,kidneybeans,1.69
38.5,45.1,30.9,19.8,62.7,6.09,78.0,kidneybeans,1.12
38.2,43.4,37.4,18.9,61.4,6.11,88.5,kidneybeans,2.11
34.4,68.3,34.9,21.5,76.4,6.78,47.5,kidneybeans,2.26
34.1,67.0,26.7,16.9,73.9,7.2,90.3,kidneybeans,2.05
26.3,70.2,28.2,23.8,66.2,5.51,76.2,kidneybeans,1.9
25.4,72.4,29.7,24.1,72.2,6.33,80.8,kidneybeans,1.85
33.0,43.4,38.2,19.0,64.5,7.04,53.9,kidneybeans,2.5
25.9,42.5,20.8,16.1,60.1,6.15,58.6,kidneybeans,1.47
21.3,42.8,23.6,18.8,63.0,6.23,95.3,kidneybeans,1.37
33.3,59.6,20.9,24.5,74.3,7.45,96.3,kidneybeans,1.93
28.2,75.5,31.1,18.9,60.2,6.67,71.5,kidneybeans,2.28
36.3,40.6,31.7,19.8,66.6,6.37,53.4,kidneybeans,1.15
24.6,69.5,34.2,15.4,77.6,7.08,87.8,kidneybeans,2.28
39.9,47.2,21.4,23.5,65.9,6.72,63.5,kidneybeans,1.47
22.8,47.6,33.4,24.4,76.6,5.96,92.9,kidneybeans,1.88
21.4,54.3,30.5,21.9,62.0,6.58,79.9,kidneybeans,1.54
25.9,74.8,32.0,21.6,78.9,6.83,56.8,kidneybeans,2.07
20.5,65.1,23.1,24.8,72.8,7.37,80.2,kidneybeans,1.04
38.1,49.3,21.7,23.6,70.1,5.6,56.8,kidneybeans,1.46
29.4,59.5,36.1,18.3,73.5,6.24,65.1,kidneybeans,1.85
38.9,50.8,22.1,20.1,70.9,5.96,93.4,kidneybeans,2.34
29.0,41.6,30.7,22.1,77.8,6.5,49.4,kidneybeans,1.31
38.8,71.7,36.5,25.1,61.9,6.9,82.3,kidneybeans,1.33
22.2,75.7,38.4,26.1,60.1,5.94,81.5,kidneybeans,1.55
35.3,41.1,28.9,26.4,68.8,7.32,64.5,kidneybeans,1.39
27.2,53.5,36.9,26.0,60.4,5.7,78.6,kidneybeans,1.75
25.2,49.0,30.5,15.2,74.8,6.1,65.6,kidneybeans,1.85
37.7,67.3,37.4,20.7,68.6,5.97,72.7,kidneybeans,1.85
22.9,50.9,20.3,18.8,71.6,7.41,50.7,kidneybeans,1.0
23.1,67.8,20.1,26.8,77.1,6.48,95.3,kidneybeans,2.02
25.6,79.9,23.6,19.2,78.7,6.24,52.6,kidneybeans,1.11
27.1,56.8,30.8,24.8,60.3,7.18,74.6,kidneybeans,2.13
38.1,43.7,31.4,25.9,74.4,5.69,76.8,kidneybeans,2.22
32.6,73.6,30.5,17.3,71.0,6.68,64.2,kidneybeans,1.99
37.5,71.7,36.1,21.3,63.9,6.95,44.1,kidneybeans,1.7
30.6,67.4,28.4,20.0,62.5,6.1,66.7,kidneybeans,2.32
39.1,44.0,25.9,20.6,72.8,6.91,87.2,kidneybeans,1.67
39.2,49.6,36.1,23.5,62.8,7.35,91.3,kidneybeans,2.17
22.8,67.3,22.1,16.4,68.0,5.51,83.3,kidneybeans,1.71
30.9,42.2,21.4,20.8,70.0,6.18,77.3,kidneybeans,1.49
27.0,68.6,31.6,16.9,73.7,7.07,44.0,kidneybeans,1.93
22.3,76.1,28.3,23.9,78.0,7.48,75.0,kidneybeans,2.05
25.8,74.0,28.0,24.9,61.0,5.94,50.2,kidneybeans,1.87
26.9,79.4,35.9,24.1,62.7,6.23,80.8,kidneybeans,1.06
38.6,43.3,38.1,17.3,63.8,5.89,95.9,kidneybeans,1.9
27.3,74.9,31.6,22.2,75.0,7.05,80.9,kidneybeans,1.01
25.2,79.8,27.7,16.4,66.3,6.65,63.5,kidneybeans,2.15
24.3,46.2,35.8,28.9,51.8,6.85,32.5,pigeonpeas,1.57
28.5,30.3,33.7,23.4,44.6,5.31,83.8,pigeonpeas,0.93
39.4,52.8,30.9,25.3,45.0,5.89,40.1,pigeonpeas,0.78
32.1,35.8,23.0,28.7,43.7,6.41,59.2,pigeonpeas,1.46
20.0,54.5,29.5,20.7,50.3,6.01,39.5,pigeonpeas,1.48
32.1,54.3,28.3,28.9,54.2,5.91,75.9,pigeonpeas,1.55
39.6,58.3,25.6,25.6,63.1,6.84,71.0,pigeonpeas,0.79
21.9,50.1,31.7,26.4,45.7,5.99,73.3,pigeonpeas,1.12
24.5,55.7,29.3,26.6,55.4,6.67,65.6,pigeonpeas,0.83
20.3,54.9,33.3,27.6,61.5,6.65,99.1,pigeonpeas,1.59
22.0,47.7,35.4,25.6,49.1,6.44,61.4,pigeonpeas,1.09
31.5,38.5,26.6,25.7,52.7,5.32,72.7,pigeonpeas,1.63
30.7,47.3,26.6,23.4,49.5,5.89,86.8,pigeonpeas,1.43
27.5,51.0,31.0,27.6,66.7,6.02,64.6,pigeonpeas,1.89
39.9,34.7,20.1,24.4,62.0,5.15,56.2,pigeonpeas,1.41
34.6,36.9,36.8,23.5,58.0,6.09,50.8,pigeonpeas,1.41
31.0,31.7,34.3,21.8,54.6,5.94,64.1,pigeonpeas,0.86
21.0,42.4,32.4,26.5,41.9,5.24,76.3,pigeonpeas,1.36
24.1,33.6,27.2,26.4,54.6,5.2,35.0,pigeonpeas,1.59
33.4,38.8,26.3,22.1,69.5,5.03,38.9,pigeonpeas,1.81
25.6,37.9,33.9,24.1,65.2,6.49,67.2,pigeonpeas,1.12
37.3,55.1,21.0,27.0,61.1,6.89,48.4,pigeonpeas,1.79
37.6,50.8,37.0,23.6,44.7,5.73,87.1,pigeonpeas,0.95
39.8,56.9,33.4,27.9,43.5,6.0,67.2,pigeonpeas,1.76
22.1,50.9,29.9,28.4,54.4,6.69,65.5,pigeonpeas,1.77
25.3,39.3,38.0,22.3,60.9,5.29,82.9,pigeonpeas,1.17
31.3,36.1,29.8,28.8,60.4,6.99,84.9,pigeonpeas,1.61
38.7,45.8,28.1,28.3,68.2,5.96,39.6,pigeonpeas,1.43
27.5,52.4,30.6,23.0,58.9,5.78,85.1,pigeonpeas,0.84
26.1,58.8,35.2,22.4,69.4,6.0,66.6,pigeonpeas,1.91
33.9,59.4,26.6,22.3,40.9,5.69,72.2,pigeonpeas,1.22
21.0,40.6,35.0,21.0,61.4,6.53,69.8,pigeonpeas,1.79
20.7,50.4,24.7,24.1,58.7,6.42,88.8,pigeonpeas,1.68
32.0,33.5,20.4,25.3,61.5,5.22,60.1,pigeonpeas,1.17
27.8,36.0,20.1,23.2,55.5,6.86,45.9,pigeonpeas,1.36
33.0,39.9,22.0,29.2,68.6,5.88,70.6,pigeonpeas,0.91
21.5,52.2,24.5,21.8,40.3,5.05,58.4,pigeonpeas,1.43
29.2,43.8,35.1,22.9,47.1,6.71,78.2,pigeonpeas,1.4
22.7,31.1,37.0,25.9,41.4,5.32,49.6,pigeonpeas,1.1
28.0,56.5,34.4,29.1,65.9,6.84,98.6,pigeonpeas,1.22
23.3,48.8,33.6,20.9,64.6,6.57,74.0,pigeonpeas,1.37
30.1,34.8,32.1,23.1,47.4,5.88,70.6,pigeonpeas,1.32
20.1,57.4,20.0,22.2,69.9,6.46,75.1,pigeonpeas,1.66
35.7,34.6,35.9,29.4,65.7,6.48,75.6,pigeonpeas,1.4
37.3,49.4,28.7,27.8,41.6,6.63,86.7,pigeonpeas,1.1
34.3,36.0,39.9,20.1,46.9,5.08,84.8,pigeonpeas,1.55
39.3,48.3,24.6,20.9,66.0,5.49,92.5,pigeonpeas,1.85
32.1,58.5,35.1,26.8,53.1,5.97,57.2,pigeonpeas,1.95
35.6,31.1,37.0,24.2,62.1,5.08,92.6,pigeonpeas,1.62
26.1,39.3,26.1,21.3,53.9,5.91,58.8,pigeonpeas,1.66
21.8,55.6,28.5,26.6,67.9,6.53,67.7,pigeonpeas,1.52
36.5,35.4,32.5,28.7,64.1,5.25,60.5,pigeonpeas,1.43
33.6,44.3,26.0,23.4,65.7,6.73,86.9,pigeonpeas,1.92
29.8,32.9,36.0,26.3,51.4,6.95,53.7,pigeonpeas,1.94
20.7,55.8,35.2,26.4,58.4,5.44,45.0,pigeonpeas,0.82
26.7,46.2,22.6,25.6,47.9,5.51,96.4,pigeonpeas,1.94
21.1,51.9,23.6,25.7,66.8,5.76,95.0,pigeonpeas,1.7
21.9,54.5,29.2,20.7,43.1,6.93,47.0,pigeonpeas,1.91
26.0,41.5,35.5,24.4,42.2,5.46,90.2,pigeonpeas,1.63
24.9,44.2,35.8,20.8,69.8,6.72,52.3,pigeonpeas,1.87
33.3,34.2,38.1,24.5,64.1,5.6,51.6,pigeonpeas,2.05
21.2,55.1,24.5,28.8,67.5,5.15,70.8,pigeonpeas,1.9
30.5,50.4,32.1,22.0,59.6,5.67,53.7,pigeonpeas,1.22
24.8,37.5,20.1,21.6,69.4,5.87,43.7,pigeonpeas,1.97
29.7,54.1,35.5,21.9,61.2,6.24,77.3,pigeonpeas,1.05
31.2,51.8,38.8,28.6,63.5,5.58,33.8,pigeonpeas,1.47
34.3,52.1,31.3,21.7,66.3,6.19,66.0,pigeonpeas,1.55
34.8,31.8,31.6,21.7,46.2,5.47,31.0,pigeonpeas,1.82
20.6,31.7,35.7,20.1,54.1,5.21,71.4,pigeonpeas,2.02
39.1,56.0,39.7,27.7,65.7,6.19,90.7,pigeonpeas,0.98
32.6,31.8,25.8,22.2,52.2,5.4,49.2,pigeonpeas,1.06
22.7,37.2,26.3,24.5,41.1,7.0,51.0,pigeonpeas,1.18
37.1,43.7,25.0,25.7,54.5,5.85,98.9,pigeonpeas,2.06
21.4,47.0,39.0,29.3,46.5,5.38,40.7,pigeonpeas,1.87
26.8,39.7,25.5,28.8,52.3,5.49,79.7,pigeonpeas,1.45
36.4,33.0,20.0,20.5,61.2,6.87,53.2,pigeonpeas,1.78
39.6,44.1,23.3,27.7,64.6,6.41,90.4,pigeonpeas,1.19
25.3,43.4,24.8,21.5,41.1,6.34,91.3,pigeonpeas,1.12
20.1,42.4,25.6,25.7,67.3,6.01,77.3,pigeonpeas,1.63
26.9,33.4,28.8,28.9,54.4,5.91,44.7,pigeonpeas,1.22
26.1,51.9,20.8,21.3,49.3,6.8,45.4,pigeonpeas,1.65
32.3,47.6,32.4,22.9,44.9,6.77,69.9,pigeonpeas,1.02
21.3,44.3,28.5,21.3,53.3,6.28,95.0,pigeonpeas,1.64
35.4,38.4,33.4,20.1,42.2,6.25,43.5,pigeonpeas,1.63
21.3,41.8,32.3,27.1,64.5,5.66,88.6,pigeonpeas,1.22
32.2,37.3,22.5,22.6,64.8,6.83,97.3,pigeonpeas,1.23
36.1,39.5,27.7,22.4,57.2,6.32,52.3,pigeonpeas,0.74
32.3,36.6,26.3,29.6,58.9,6.19,74.8,pigeonpeas,1.99
25.6,41.3,36.0,21.2,46.2,5.46,74.5,pigeonpeas,1.64
25.5,52.6,20.6,27.4,46.3,6.81,59.0,pigeonpeas,1.41
25.1,51.0,31.0,27.7,56.9,6.14,90.1,pigeonpeas,1.29
27.4,39.9,35.6,20.1,45.2,5.14,65.8,pigeonpeas,1.55
23.2,39.1,25.9,21.0,45.2,6.69,79.0,pigeonpeas,1.16
21.6,40.5,28.0,29.0,62.3,5.96,39.4,pigeonpeas,1.61
21.6,55.5,23.6,27.0,45.5,6.2,46.6,pigeonpeas,1.32
32.4,50.5,21.4,27.0,44.6,6.35,38.7,pigeonpeas,1.39
39.3,48.9,21.8,27.0,45.8,5.57,56.5,pigeonpeas,1.65
38.5,35.1,21.2,28.3,48.6,6.17,98.5,pigeonpeas,1.03
38.8,49.0,26.1,28.1,62.8,6.87,63.3,pigeonpeas,1.48
25.4,59.9,39.5,25.3,68.7,5.71,89.5,pigeonpeas,1.67
34.4,49.1,37.0,28.7,55.5,4.14,40.0,mothbeans,1.22
38.0,38.2,21.1,30.1,56.3,6.9,72.9,mothbeans,0.88
24.3,57.6,31.3,28.7,47.4,6.24,42.0,mothbeans,0.7
39.0,49.1,22.9,31.7,33.5,4.56,31.6,mothbeans,1.03
22.0,39.3,33.0,27.5,34.3,5.41,67.7,mothbeans,1.29
34.2,55.0,33.5,30.3,31.8,4.52,46.0,mothbeans,0.84
24.2,46.2,39.8,31.4,36.3,6.86,46.8,mothbeans,0.5
24.8,54.6,24.4,33.8,31.1,6.75,32.1,mothbeans,1.36
37.5,54.9,31.9,24.4,48.6,5.66,57.9,mothbeans,1.16
39.9,45.6,21.8,25.6,51.6,6.94,51.8,mothbeans,0.55
27.7,59.9,33.7,25.4,40.1,3.67,62.7,mothbeans,1.13
26.7,57.1,36.5,30.9,44.5,6.97,66.1,mothbeans,1.41
24.2,30.9,37.4,32.3,35.3,6.91,77.8,mothbeans,0.74
33.4,30.1,33.8,26.7,57.0,6.43,75.3,mothbeans,1.22
27.2,51.3,26.5,32.5,40.1,4.12,55.9,mothbeans,1.18
32.8,43.1,35.6,31.8,47.2,5.02,56.8,mothbeans,0.52
24.1,55.8,36.2,30.3,55.4,5.85,37.1,mothbeans,1.22
24.9,47.9,28.3,31.7,47.6,6.26,33.5,mothbeans,1.01
27.3,45.1,20.4,26.7,43.9,4.9,65.7,mothbeans,1.11
37.1,37.2,20.4,34.3,39.9,4.71,37.9,mothbeans,1.17
23.5,45.1,35.0,27.2,51.7,5.12,50.2,mothbeans,0.85
26.7,56.4,22.0,35.5,33.2,4.77,60.3,mothbeans,1.35
22.8,48.9,25.9,31.7,54.6,3.77,72.2,mothbeans,0.52
39.5,50.0,39.7,33.9,31.3,3.51,31.0,mothbeans,0.98
33.5,43.5,20.9,26.7,59.8,4.71,46.2,mothbeans,0.56
24.6,49.4,20.8,24.8,51.5,5.72,64.0,mothbeans,0.71
31.2,59.1,23.3,28.9,40.1,6.14,67.4,mothbeans,0.98
23.5,31.5,36.9,27.5,33.5,4.74,33.9,mothbeans,1.52
38.7,50.5,31.3,29.7,50.6,5.9,30.5,mothbeans,1.33
27.1,42.2,33.7,28.5,41.2,3.72,50.8,mothbeans,0.71
26.7,58.8,33.7,33.1,58.4,4.34,58.4,mothbeans,0.46
27.3,50.5,36.6,27.1,52.5,4.29,30.3,mothbeans,0.61
29.9,38.1,20.1,30.8,54.5,3.74,66.8,mothbeans,1.09
21.0,57.7,29.5,28.8,55.8,6.46,66.4,mothbeans,1.39
35.2,39.8,37.3,28.4,31.6,4.95,67.8,mothbeans,1.01
20.7,35.3,31.3,28.6,50.4,6.87,63.0,mothbeans,0.96
38.3,50.2,36.1,27.6,52.3,3.99,67.5,mothbeans,1.37
22.3,54.9,22.2,29.7,50.5,5.19,47.0,mothbeans,1.17
31.7,45.9,34.1,28.8,32.1,5.38,66.2,mothbeans,0.79
38.2,55.9,32.4,33.4,59.1,5.49,42.2,mothbeans,1.18
33.8,30.8,38.3,33.0,42.1,6.96,66.1,mothbeans,1.29
20.8,53.2,27.7,34.4,56.4,6.4,69.0,mothbeans,1.26
28.1,33.5,36.6,31.8,48.4,4.36,60.8,mothbeans,1.07
37.3,45.8,36.2,26.0,33.0,5.71,66.3,mothbeans,0.5
30.7,31.9,28.5,29.8,57.7,4.6,38.4,mothbeans,0.59
35.0,43.3,24.0,35.2,53.6,3.9,43.4,mothbeans,1.37
38.9,32.3,35.5,24.9,40.1,6.13,65.6,mothbeans,0.45
35.6,33.8,26.5,26.2,33.3,6.43,33.1,mothbeans,0.99
21.2,49.0,26.7,34.0,53.9,6.28,49.9,mothbeans,1.33
27.6,32.4,21.3,27.0,39.0,6.75,80.0,mothbeans,0.61
34.1,45.0,39.1,32.6,47.8,4.23,42.2,mothbeans,1.3
20.6,38.0,29.6,28.6,58.1,4.97,74.5,mothbeans,1.08
23.2,38.1,37.3,33.4,43.4,6.68,71.0,mothbeans,0.64
36.0,54.3,21.8,26.7,42.4,4.38,35.4,mothbeans,1.13
23.1,47.6,21.2,28.6,53.8,6.62,42.3,mothbeans,1.37
32.1,59.5,24.9,24.8,55.3,5.22,47.3,mothbeans,0.54
21.8,35.5,39.4,27.4,54.5,3.57,46.1,mothbeans,1.39
25.7,54.8,22.4,24.6,59.0,4.92,62.9,mothbeans,0.59
29.2,50.3,25.9,34.6,53.4,5.43,53.0,mothbeans,1.17
22.7,55.6,29.8,35.2,58.7,3.61,49.2,mothbeans,1.0
36.4,34.2,32.4,35.3,59.9,3.54,78.6,mothbeans,0.64
24.9,48.2,20.7,26.9,39.0,6.7,59.2,mothbeans,1.17
27.8,30.4,22.1,29.5,58.2,4.37,64.9,mothbeans,1.36
25.9,57.9,32.2,30.1,53.4,4.34,70.6,mothbeans,1.11
37.1,48.5,20.7,27.6,56.3,5.69,74.5,mothbeans,0.88
37.3,52.9,27.6,24.3,56.4,6.25,52.5,mothbeans,1.12
28.2,34.9,24.2,34.2,40.9,6.35,53.7,mothbeans,0.51
23.2,50.8,38.2,33.2,53.4,6.52,68.8,mothbeans,1.0
28.3,32.1,34.1,32.7,36.7,6.84,32.6,mothbeans,1.17
26.2,57.4,36.5,32.9,58.6,5.79,54.7,mothbeans,1.22
26.5,32.5,27.6,33.6,58.4,6.91,40.3,mothbeans,1.1
23.5,47.4,27.3,35.3,37.7,6.42,74.8,mothbeans,1.27
25.2,59.1,21.5,25.4,59.4,6.22,67.3,mothbeans,0.7
36.8,39.9,23.9,24.1,48.7,4.53,73.2,mothbeans,0.8
39.2,58.9,33.7,35.1,34.9,5.11,40.2,mothbeans,0.96
36.9,30.1,27.8,35.9,47.7,4.54,49.4,mothbeans,0.88
28.9,45.2,29.3,30.2,30.8,3.69,48.6,mothbeans,1.37
22.2,44.8,32.1,29.8,50.9,6.99,34.8,mothbeans,1.02
31.2,35.0,32.8,24.5,52.2,5.82,46.5,mothbeans,1.42
30.8,59.7,36.6,25.7,47.7,5.53,62.6,mothbeans,1.38
21.5,44.4,35.8,28.3,30.8,4.56,64.1,mothbeans,0.59
22.7,44.3,22.8,25.3,50.9,4.05,37.7,mothbeans,1.13
20.7,42.9,27.3,30.5,59.8,5.02,58.8,mothbeans,1.54
35.6,46.5,32.7,35.2,30.0,6.65,54.9,mothbeans,1.14
25.2,32.0,38.9,31.5,56.2,4.52,43.9,mothbeans,0.75
30.0,58.1,37.5,29.9,40.5,5.64,60.6,mothbeans,1.21
20.5,32.3,39.5,33.0,58.4,4.69,56.7,mothbeans,0.78
25.8,50.8,23.5,25.3,34.7,5.35,72.2,mothbeans,1.6
30.7,53.6,21.3,33.7,52.8,5.35,31.1,mothbeans,0.55
38.8,49.2,30.2,29.9,53.4,4.63,34.7,mothbeans,1.14
26.5,43.6,24.9,35.1,55.4,6.97,78.2,mothbeans,0.82
34.0,30.5,39.9,24.1,45.9,5.84,75.7,mothbeans,1.06
26.0,47.7,35.0,30.2,53.4,3.74,46.8,mothbeans,1.49
32.4,45.6,38.7,26.0,39.0,6.52,63.3,mothbeans,1.06
28.2,58.0,33.4,35.1,59.2,5.41,60.5,mothbeans,1.09
33.2,33.4,38.8,31.9,56.1,4.99,53.7,mothbeans,1.18
21.6,42.2,35.4,35.9,30.3,4.43,53.2,mothbeans,0.75
30.8,49.5,28.3,28.4,59.6,5.17,69.9,mothbeans,0.87
36.5,38.0,33.1,32.2,43.3,6.21,45.3,mothbeans,1.07
23.6,34.4,22.8,36.0,34.8,4.17,64.7,mothbeans,1.29
39.7,31.2,32.4,31.3,69.6,7.35,73.2,mungbean,1.12
22.1,56.9,25.0,34.9,63.6,7.48,90.0,mungbean,1.05
36.1,32.3,25.2,33.6,87.2,7.15,93.4,mungbean,1.46
26.9,53.6,33.6,30.9,89.8,6.7,77.2,mungbean,1.42
26.6,59.4,27.8,32.2,77.0,7.33,85.5,mungbean,1.0
